cluster_id,type,canonical_normalized,canonical_provisional,variants,total_frequency,sources,identification,authority_ref,confidence
1729,person,Robert Middleton,Robert Middleton,Robert Middleton,1,vol4_index:1,A medieval English person with a common locative surname.,,low
1730,person,Middlemore,Middlemore,Middlemore,1,vol4_index:1,"A medieval English person with a locative surname, possibly from Middlemore in Warwickshire.",,low
1733,person,Morvidus,Morudus,Morudus,1,vol4_index:1,A legendary British king mentioned in Geoffrey of Monmouth's History of the Kings of Britain.,,medium
1735,person,Moreve,Moreue,Moreue,1,vol4_index:1,"A medieval figure of uncertain identification, possibly a variant of Morcar or similar name.",,low
1736,person,Morcar,Morkell,Morkell,1,vol4_index:1,"Likely Earl Morcar of Northumbria, an Anglo-Saxon nobleman who opposed William the Conqueror.",,medium
1738,person,Montmorency,Montmorancie,Montmorancie,1,vol4_index:1,A member of the powerful French noble family of Montmorency.,,medium
1740,person,Henry de Montfort,Montfort Henry,Montfort Henry,1,vol4_index:1,"Likely Henry de Montfort, son of Simon de Montfort, Earl of Leicester.",,medium
1741,person,Montjoy,Montioye,Montioye,1,vol4_index:1,"A medieval figure with the surname Montjoy, possibly French or Anglo-Norman nobility.",,low
1742,person,Henry Mordaunt,Mordack Henrie,Mordack Henrie,1,vol4_index:1,"A member of the Mordaunt family, possibly Henry Mordaunt, 2nd Baron Mordaunt.",,low
1743,person,Robert de Mowbray,Mowbray Robert,Mowbray Robert,1,vol4_index:1,Earl of Northumbria who rebelled against William Rufus in the 1090s.,,medium
1744,person,Edward Montagu,Mountagne Edward,Mountagne Edward,1,vol4_index:1,"A member of the Montagu family, possibly Edward Montagu, 1st Baron Montagu of Boughton.",,low
1747,person,Anna de Montmerency,Montmeretcie Annas,Montmeretcie Annas,1,vol4_index:1,"A member of the French noble Montmorency family, likely connected to diplomatic or military affairs in medieval chronicles.",,low
1748,person,Roger de Mowbray,Moumbray Roger,Moumbray Roger,1,vol4_index:1,"A member of the powerful Mowbray family, likely one of the barons involved in medieval English politics.",,medium
1749,person,Robert Morley,Robert Morley,Robert Morley,1,vol4_index:1,"A medieval English noble, possibly Robert de Morley, Baron Morley, or another member of the Morley family.",,medium
1750,person,Morgan Kidwelly,Morgan Kidwally,Morgan Kidwally,1,vol4_index:1,"A Welsh nobleman, possibly connected to the town of Kidwelly in Carmarthenshire.",,low
1751,person,Morgan ap Rhydderch,Morgan ap Reuther,Morgan ap Reuther,1,vol4_index:1,"A Welsh prince or noble, son of Rhydderch, following Welsh patronymic naming conventions.",,medium
1752,person,Arnold de Montigny,Arnold Monteiny,Arnold Monteiny,1,vol4_index:1,"A Norman or French noble, likely involved in the conquest or administration of England.",,low
1754,person,François de Montmorency,Frances Montmorency,Frances Montmorency,1,vol4_index:1,"A member of the prominent French noble house of Montmorency, possibly a military commander or diplomat.",,medium
1756,person,Simon de Montagu,Simon L. Montagew,Simon L. Montagew,1,vol4_index:1,"A member of the Montagu family, possibly Simon de Montagu, 1st Baron Montagu or another of that lineage.",,medium
1757,person,Amery de Mountfort,Emery Mountfort,Emery Mountfort,1,vol4_index:1,"A member of the Montfort family, possibly related to Simon de Montfort or other prominent Montforts.",,medium
1758,person,Monceux de Vauclere,Moncu de Vwclere,Moncu de Vwclere,1,vol4_index:1,A Norman or French noble with unclear identification due to variant spelling.,,low
1759,person,Moculus,Mooculus,Mooculus,1,vol4_index:1,"An obscure medieval figure, possibly a cleric or minor noble with uncertain identification.",,low
1760,person,Hugh de Moreville,Hugh Moreuille,Hugh Moreuille,1,vol4_index:1,"A Norman noble, possibly Hugh de Moreville, one of the knights involved in the murder of Thomas Becket.",viaf:316578074,medium
1761,person,Mowbray,Mowbrey,Mowbrey,1,vol4_index:1,"A member of the prominent Mowbray family, earls and dukes of Norfolk in medieval England.",,medium
1762,person,Eleanor de Montfort,Elinor Mountfort,Elinor Mountfort,1,vol4_index:1,"A member of the Montfort family, possibly Eleanor de Montfort, daughter of Simon de Montfort.",,medium
1763,person,Morwith,Morwith,Morwith,1,vol4_index:1,"An obscure medieval figure, possibly Welsh or Anglo-Saxon, with uncertain identification.",,low
1765,person,Jack Musgrave,Iacke Musgraue,Iacke Musgraue,1,vol4_index:1,"A member of the Musgrave family, likely from the English-Scottish border region.",,medium
1766,person,Merkham,Merkam,Merkam,1,vol4_index:1,"An obscure medieval figure with uncertain identification, possibly a minor noble or cleric.",,low
1767,person,Muirchertach,Murcherdach,Murcherdach,1,vol4_index:1,"An Irish king or chieftain, following Gaelic naming conventions, possibly a high king of Ireland.",,medium
1768,person,Murton,Murton,Murton,1,vol4_index:1,"An obscure medieval figure, possibly connected to a place called Murton or a minor noble family.",,low
1771,person,Pirates,Pyrates,Pyrates,1,vol4_index:1,"A general reference to pirates or sea raiders mentioned in the chronicles, not a specific individual.",,high
1772,person,Robert de Namur,Robert de Namur,Robert de Namur,1,vol4_index:1,A medieval nobleman from the County of Namur in the Low Countries.,,medium
1773,person,Nauclerus,Nauclerus,Nauclerus,1,vol4_index:1,"Johannes Nauclerus, German historian and chronicler of the late 15th/early 16th century.",viaf:59877078,high
1774,person,Neotus,Neotus,Neotus,1,vol4_index:1,An obscure historical figure mentioned in medieval chronicles.,,low
1775,person,George Neville,Neuille George,Neuille George,1,vol4_index:1,"A member of the prominent Neville family, likely George Neville, Baron Bergavenny or another George Neville.",,medium
1777,person,Newmarch,Newmerch,Newmerch,1,vol4_index:1,"Likely Bernard de Neufmarché (Newmarch), Norman lord who conquered Brecknock in Wales.",,medium
1778,person,Henry Newark,Henry Newarke,Henry Newarke,1,vol4_index:1,"A medieval figure associated with Newark, possibly a local lord or official.",,low
1779,person,Edward Neville,Neuile Edward,Neuile Edward,1,vol4_index:1,"A member of the Neville family, one of several Edwards in this prominent noble house.",,medium
1780,person,Newton,Newton,Newton,1,vol4_index:1,"A surname reference, likely to a member of the Newton family or someone from a place called Newton.",,low
1781,person,Lord Neville,Lord Neuil,Lord Neuil,1,vol4_index:1,"A member of the powerful Neville family holding a lordship, identity unclear without more context.",,medium
1782,person,Guy de Neale,Guy de Nealle,Guy de Nealle,1,vol4_index:1,"A medieval nobleman, possibly connected to the Neale or Neal family.",,low
1783,person,Neal Bruce,Neal Bruce,Neal Bruce,1,vol4_index:1,"A member of the Bruce family of Scotland, possibly related to Robert the Bruce's lineage.",,low
1784,person,John Neville,Neuil Iohn,Neuil Iohn,1,vol4_index:1,"A member of the Neville family, one of several Johns in this prominent noble house.",,medium
1786,person,Robert Newburgh,Newburge Robert,Newburge Robert,1,vol4_index:1,"A medieval nobleman, possibly Robert de Newburgh or a member of the Newburgh family.",,low
1788,person,Neville,Neuil,Neuil,1,vol4_index:1,"A reference to the Neville family, one of the most powerful noble houses in medieval England.",,medium
1789,person,Hugh Neville,Neuil Hugh,Neuil Hugh,1,vol4_index:1,"A member of the Neville family, possibly Hugh de Neville, Chief Forester of England under King John.",,medium
1790,person,Peter Newton,Newton Peter,Newton Peter,1,vol4_index:1,"A medieval figure bearing the surname Newton, identity unclear without more context.",,low
1791,person,Nepthuin,Nepthuin,Nepthuin,1,vol4_index:1,"An obscure figure mentioned in chronicles, possibly a corrupted name or legendary figure.",,low
1792,person,Nectaridus,Nectaridus,Nectaridus,1,vol4_index:1,"A Roman general in Britain mentioned in late imperial sources, killed during barbarian invasions.",,medium
1793,person,Charles Neville,Neuil Charles,Neuil Charles,1,vol4_index:1,"A member of the Neville family, possibly Charles Neville, 6th Earl of Westmorland.",viaf:21149106,medium
1794,person,Robert Nichol,Nichol Robert,Nichol Robert,1,vol4_index:1,"A medieval figure bearing the surname Nichol or Nicholas, identity unclear without more context.",,low
1796,person,Nidred,Nidred,Nidred,1,vol4_index:1,"An Anglo-Saxon figure mentioned in early English chronicles, likely a minor ruler or nobleman.",,low
1797,person,Suebhard,Suebhard,Suebhard,1,vol4_index:1,"An Anglo-Saxon name, possibly a nobleman or ecclesiastical figure from early medieval England.",,low
1798,person,Neal,Neale,Neale,1,vol4_index:1,"A medieval English figure, likely a nobleman or official mentioned in Holinshed's Chronicles.",,low
1799,person,Neil,Neelle,Neelle,1,vol4_index:1,"A medieval figure, possibly the same as or variant of Neal, mentioned in historical chronicles.",,low
1800,person,Nicephorus,Nicephorus,Nicephorus,1,vol4_index:1,Likely refers to a Byzantine emperor or ecclesiastical figure named Nicephorus mentioned in medieval sources.,,medium
1801,person,Ralph Niger,Niger Raufe,Niger Raufe,1,vol4_index:1,"Ralph Niger (Ralph the Black), a 12th-century chronicler and writer of historical works.",,medium
1803,person,Pol,Pol,Pol,1,vol4_index:1,"A medieval figure, possibly short for Paul or a Breton/Norman name mentioned in chronicles.",,low
1804,person,Roger Bigod,Roger Bygod,Roger Bygod,1,vol4_index:1,"A member of the powerful Bigod family, likely one of the Earls of Norfolk in medieval England.",,high
1807,person,Ret,Ret,Ret,1,vol4_index:1,"A minor figure mentioned in medieval chronicles, possibly a variant spelling of a longer name.",,low
1808,person,Hugh Bigod,Hugh Bigot,Hugh Bigot,1,vol4_index:1,"A member of the Bigod family, likely Hugh Bigod, 1st Earl of Norfolk (d. 1177) or another Hugh Bigod.",,high
1809,person,William Northburgh,W. Northburgh,W. Northburgh,1,vol4_index:1,"A medieval English cleric or official, possibly William Northburgh, Bishop of Lichfield (d. 1358).",,medium
1810,person,Nouantes,Nouantes,Nouantes,1,vol4_index:1,"A medieval figure, possibly related to French nobility or a place name used as a surname.",,low
1812,person,Nothelm,Nothelmus,Nothelmus,1,vol4_index:1,"Nothelm, Archbishop of Canterbury (735-739), an Anglo-Saxon prelate and correspondent of Bede.",,high
1815,person,Hugh de Nouant,Nouant Hugh,Nouant Hugh,1,vol4_index:1,"Hugh de Nonant (or Nouant), Bishop of Coventry (d. 1198), a Norman prelate in medieval England.",,high
1816,person,Nudigate,Nudigate,Nudigate,1,vol4_index:1,"A medieval figure with an unclear identity, possibly a variant spelling of a surname or place name.",,low
1817,person,Obrin,Obrin,Obrin,1,vol4_index:1,"A medieval figure mentioned in chronicles, possibly of Celtic or Anglo-Saxon origin.",,low
1818,person,Obrin Dunon,Obrin Dunon,Obrin Dunon,1,vol4_index:1,"A medieval figure, possibly the same as Obrin but with a locational identifier or epithet.",,low
1819,person,Octavian,Octauian,Octauian,1,vol4_index:1,"A medieval figure named Octavian, possibly a cleric or nobleman mentioned in historical sources.",,low
1822,person,Jupiter,Iupiter,Iupiter,1,vol4_index:1,"The Roman god Jupiter, mentioned in historical or mythological contexts within the chronicles.",,high
1823,person,Octa,Octa,Octa,1,vol4_index:1,"Octa, a legendary Anglo-Saxon king and son of Hengist mentioned in early English chronicles.",,high
1824,person,Odoacer,Odocer,Odocer,1,vol4_index:1,Germanic chieftain who deposed the last Western Roman Emperor in 476 CE.,viaf:72190360,high
1825,person,Heruli,Heruli,Heruli,1,vol4_index:1,Germanic tribe known for their military prowess in late antiquity.,,medium
1826,person,Odomare,Odomare,Odomare,1,vol4_index:1,"Obscure early medieval figure, possibly a Frankish or Germanic noble.",,low
1827,person,Sigerius,Sigerius,Sigerius,1,vol4_index:1,"Early medieval figure, possibly a Germanic or Frankish leader.",,low
1831,person,Ogersian Gilbert,Ogersian Gilbert,Ogersian Gilbert,1,vol4_index:1,"Medieval figure, possibly a Norman or Anglo-Norman noble.",,low
1832,person,Oglethorpe,Oglethorp,Oglethorp,1,vol4_index:1,"Member of the English Oglethorpe family, possibly James Oglethorpe or an ancestor.",,medium
1834,person,Oliphant,Oliphant,Oliphant,1,vol4_index:1,"Member of the Scottish Oliphant family, medieval nobles and courtiers.",,medium
1835,person,Oneon,Oneon,Oneon,1,vol4_index:1,"Obscure medieval figure, possibly Irish or Welsh.",,low
1836,person,Oueile Shane,Oueile Shane,Oueile Shane,1,vol4_index:1,"Irish figure, possibly Shane O'Neill or a variant spelling of an Irish chief.",,low
1837,person,Onichelinus,Onichelinus,Onichelinus,1,vol4_index:1,"Obscure medieval figure, possibly a cleric or scholar.",,low
1838,person,Ouan,Ouan,Ouan,1,vol4_index:1,"Obscure medieval figure, possibly Irish or Welsh.",,low
1840,person,Orange,Orange,Orange,1,vol4_index:1,"Member of the House of Orange, possibly William of Orange or related figure.",,medium
1841,person,Ordmer,Ordmer,Ordmer,1,vol4_index:1,"Anglo-Saxon figure, possibly a thane or noble mentioned in medieval chronicles.",,low
1842,person,Oronius,Oronius,Oronius,1,vol4_index:1,"Late antique or early medieval figure, possibly a bishop or cleric.",,low
1844,person,Aelfric,Elfricke,Elfricke,1,vol4_index:1,"Anglo-Saxon figure, possibly the abbot Aelfric of Eynsham or another Aelfric.",,medium
1848,person,Osbern Pentecost,Osberne Petecost,Osberne Petecost,1,vol4_index:1,"Norman knight who came to England before 1066, later expelled by Edward the Confessor.",,high
1851,person,William FitzOsbert,Fitz Osbert,Fitz Osbert,1,vol4_index:1,"Norman nobleman, possibly William FitzOsbert who received lands after the Conquest.",,medium
1852,person,Osmear,Osmear,Osmear,1,vol4_index:1,"Anglo-Saxon or early medieval figure, possibly a thane or local noble.",,low
1853,person,Osthryth,Osrryda,Osrryda,1,vol4_index:1,"Anglo-Saxon queen, wife of King Aethelred of Mercia.",,medium
1854,person,Osthryth,Ostrydo,Ostrydo,1,vol4_index:1,"Anglo-Saxon queen, wife of King Aethelred of Mercia.",,medium
1855,person,Otwel,Otwel,Otwel,1,vol4_index:1,An obscure medieval figure mentioned in Holinshed's Chronicles whose identity is unclear from this reference alone.,,low
1857,person,John Oxenford,Oxenford Iohn,Oxenford Iohn,1,vol4_index:1,"A person surnamed Oxenford, possibly connected to Oxford, mentioned in Holinshed's Chronicles.",,low
1858,person,Walkelin Ocay,Ocay walkeline,Ocay walkeline,1,vol4_index:1,A Norman or early medieval figure with the given name Walkelin and surname Ocay.,,low
1860,person,Catera,Catera,Catera,1,vol4_index:1,An individual mentioned in Holinshed's Chronicles whose identity requires additional context.,,low
1864,person,Parker,Parker,Parker,1,vol4_index:1,A person with the surname Parker mentioned in Holinshed's Chronicles.,,low
1865,person,Robert Packington,Packington Robert,Packington Robert,1,vol4_index:1,"A Tudor-era merchant and politician, likely the London mercer who was murdered in 1536.",,medium
1866,person,Valeran,Valeran,Valeran,1,vol4_index:1,"A medieval figure, possibly a Norman noble or cleric named Valeran.",,low
1867,person,Palladius,Palladius,Palladius,1,vol4_index:1,"Likely refers to Saint Palladius, the 5th-century missionary sent to Ireland before Saint Patrick.",viaf:102399850,medium
1869,person,Miles Partridge,Partrich Miles,Partrich Miles,1,vol4_index:1,A Tudor courtier and gentleman who served under Henry VIII and was executed in 1552.,,medium
1872,person,Paganel,Paganel,Paganel,1,vol4_index:1,"A member of the Norman Paganel family, likely one of the barons who held lands in England after the Conquest.",,medium
1873,person,Paynel,Paynel,Paynel,1,vol4_index:1,"A member of the Norman Paynel family, likely referring to one of the barons of that name in medieval England.",,medium
1875,person,Erasmus,Erasmus,Erasmus,1,vol4_index:1,"Likely refers to Desiderius Erasmus, the Dutch Renaissance humanist and scholar.",viaf:95982394,medium
1876,person,Amerie de Pavia,Amerie de Pauie,Amerie de Pauie,1,vol4_index:1,"A medieval figure with connections to Pavia, possibly an Italian cleric or scholar.",,low
1878,person,John Passelew,Iohn Passelew,Iohn Passelew,1,vol4_index:1,"A medieval English cleric, likely John Passelew who was Bishop of Chichester in the 13th century.",,medium
1879,person,Pausanias,Pausanias,Pausanias,1,vol4_index:1,"Likely refers to the ancient Greek geographer and traveler Pausanias, author of the Description of Greece.",viaf:41890688,medium
1880,person,Thomas Palmer,Thomas Palmer,Thomas Palmer,1,vol4_index:1,"A person named Thomas Palmer, possibly one of several Tudor-era figures with this name.",,low
1881,person,Bartholin,Partholin,Partholin,1,vol4_index:1,Possibly refers to a member of the scholarly Bartholin family or a medieval figure with this name.,,low
1884,person,Peter Warbeck,Peter Warbeke,Peter Warbeke,1,vol4_index:1,"Possibly related to Perkin Warbeck, the Flemish pretender to the English throne, or a member of his family.",,low
1885,person,Peter Hialas,Peter Hialas,Peter Hialas,1,vol4_index:1,"A Tudor-era figure, possibly a diplomat or scholar with Greek connections given the name.",,low
1887,person,Nicholas Pelham,Pelham Nicholas,Pelham Nicholas,1,vol4_index:1,"A Tudor-era English gentleman, possibly Sir Nicholas Pelham who served in various administrative roles.",,medium
1889,person,Peter Lion Hugh,Petro Lione Hugh,Petro Lione Hugh,1,vol4_index:1,"An obscure medieval figure, possibly a clerk or minor official.",,low
1890,person,Peter Cyriac,Petrus Cirialis,Petrus Cirialis,1,vol4_index:1,"A medieval figure, possibly ecclesiastical based on the Latinized name form.",,low
1891,person,Pelitus,Pelitus,Pelitus,1,vol4_index:1,"An obscure figure from medieval records, identity uncertain.",,low
1892,person,Peter Pateshull,Peter Pateshul,Peter Pateshul,1,vol4_index:1,"A medieval English figure, possibly connected to the Pateshull family of justices.",,medium
1893,person,Percival John,Perceual Iohn,Perceual Iohn,1,vol4_index:1,A medieval figure with the given name Percival and surname or epithet John.,,low
1894,person,Petrock,Petroke,Petroke,1,vol4_index:1,"Possibly referring to Saint Petrock, a 6th-century Celtic saint, or someone named after him.",,medium
1896,person,Berthelm,Perthelmus,Perthelmus,1,vol4_index:1,"An Anglo-Saxon or early medieval figure, possibly ecclesiastical.",,low
1897,person,John Pecham,Iohn Pecham,Iohn Pecham,1,vol4_index:1,"John Pecham, Archbishop of Canterbury (1279-1292), Franciscan theologian and scholar.",viaf:266988329,high
1898,person,Petilius Cerialis,Petilius Cerialis,Petilius Cerialis,1,vol4_index:1,"Quintus Petilius Cerialis, Roman general who served in Britain during the 1st century AD.",viaf:52497342,high
1899,person,Henry Pecham,Pecham Henry,Pecham Henry,1,vol4_index:1,"A medieval figure from the Pecham family, possibly related to Archbishop John Pecham.",,low
1900,person,Peter Bahuchet,Peter Bahuchet,Peter Bahuchet,1,vol4_index:1,"A medieval figure, possibly connected to naval or maritime affairs based on the surname.",,low
1901,person,John Pouderhams,Iohn Pouderhams,Iohn Pouderhams,1,vol4_index:1,"A medieval English figure, possibly connected to the Powderham family of Devon.",,low
1902,person,Henry Percy,Henry Lord Percy,Henry Lord Percy,1,vol4_index:1,"A member of the Percy family, one of the most powerful noble families in medieval northern England.",,medium
1904,person,Peter Bressie,Peter Bressie,Peter Bressie,1,vol4_index:1,"A medieval figure, possibly French or Anglo-Norman based on the surname.",,low
1905,person,John Peith,Peith Iohn,Peith Iohn,1,vol4_index:1,"A medieval figure with the surname Peith, possibly of Celtic origin.",,low
1906,person,Petronius Turpilianus,Petronius Turpilianus,Petronius Turpilianus,1,vol4_index:1,"Publius Petronius Turpilianus, Roman governor of Britain in the 1st century AD.",viaf:52496835,high
1907,person,Poenius Postumus,Penius Posthumus,Penius Posthumus,1,vol4_index:1,"Poenius Postumus, Roman military officer who served in Britain during Boudica's revolt (60-61 AD).",,high
1908,person,Peter Landois,Peter Landeyse,Peter Landeyse,1,vol4_index:1,"Pierre Landois, Breton treasurer and minister who played a role in late 15th-century politics.",,medium
1909,person,Nicholas Perrot,Perrottus Nicholas,Perrottus Nicholas,1,vol4_index:1,"A medieval figure with the surname Perrot, possibly of Norman or French origin.",,low
1911,person,Alice Perrers,Alice Perers,Alice Perers,1,vol4_index:1,"Alice Perrers, mistress of King Edward III of England in his later years (d. 1400).",viaf:13103610,high
1912,person,Peter Courtenay,Peter Courtney,Peter Courtney,1,vol4_index:1,"Likely a member of the Courtenay family, possibly Peter Courtenay, Bishop of Exeter (d. 1492) or another Peter Courtenay from this prominent Devon family.",,medium
1913,person,David Pencaire,Pencaire Dauid,Pencaire Dauid,1,vol4_index:1,"An obscure figure, possibly a Welsh or Scottish person given the name structure, but cannot be definitively identified.",,low
1914,person,Perdir,Perdir,Perdir,1,vol4_index:1,"An unidentified figure, possibly from Welsh or Celtic sources given the name form.",,low
1915,person,Roland Phillips,Philippes Rouland,Philippes Rouland,1,vol4_index:1,"An unidentified person, name appears in reverse order typical of 16th-century indexing.",,low
1916,person,Clement Philpot,Philpot Clement,Philpot Clement,1,vol4_index:1,"An unidentified person, name appears in reverse order typical of 16th-century indexing.",,low
1917,person,Philip de Commines,Philip de Commins,Philip de Commins,1,vol4_index:1,"Philippe de Commines (c. 1447-1511), French diplomat and chronicler who served Louis XI and Charles VIII of France.",viaf:71387467,high
1918,person,Philo,Philo,Philo,1,vol4_index:1,"Likely Philo of Alexandria (c. 20 BCE - 50 CE), Hellenistic Jewish philosopher.",viaf:100177778,medium
1919,person,Emmanuel Philibert,Emanuell Philibert,Emanuell Philibert,1,vol4_index:1,"Emmanuel Philibert, Duke of Savoy (1528-1580), who regained his territories and married Margaret of France.",viaf:45098186,high
1920,person,Piers of Erton,Piers of Erton,Piers of Erton,1,vol4_index:1,"An unidentified figure, possibly connected to Eton or a similarly named location.",,low
1921,person,Rachel Pinder,Pinder Rachel,Pinder Rachel,1,vol4_index:1,"An unidentified person, name appears in reverse order typical of 16th-century indexing.",,low
1922,person,Piers Gaveston,Piers of Gaueston,Piers of Gaueston,1,vol4_index:1,"Piers Gaveston, Earl of Cornwall (c. 1284-1312), favorite of Edward II of England who was executed by rebellious barons.",viaf:18015878,high
1924,person,Piers a Leigh,Piers a Legh,Piers a Legh,1,vol4_index:1,"An unidentified member of the Leigh family, possibly from Cheshire or another English county.",,low
1925,person,Thomas Pilkington,Pilkinton Thomas,Pilkinton Thomas,1,vol4_index:1,"An unidentified member of the Pilkington family, name appears in reverse order typical of 16th-century indexing.",,low
1926,person,Scythians,Scithians,Scithians,1,vol4_index:1,"The Scythians, ancient nomadic peoples who inhabited the Eurasian steppes from about 9th century BCE to 1st century CE.",,high
1927,person,Agathyrsi,Agathirses,Agathirses,1,vol4_index:1,"The Agathyrsi, an ancient people mentioned by Herodotus as living in what is now Romania and neighboring regions.",,high
1929,person,Achilles,Achilles,Achilles,1,vol4_index:1,"Achilles, the legendary Greek hero of the Trojan War and central character in Homer's Iliad.",viaf:309825688,high
1930,person,Andromache,Andromache,Andromache,1,vol4_index:1,"Andromache, wife of Hector in Greek mythology and a character in Homer's Iliad.",viaf:309825651,high
1931,person,Antoninus Pius,Pius Antoninus,Pius Antoninus,1,vol4_index:1,"Antoninus Pius (86-161 CE), Roman emperor from 138 to 161 CE, known for his peaceful reign.",viaf:88595248,high
1932,person,Pinnor,Pinnor,Pinnor,1,vol4_index:1,"An unidentified figure, possibly a legendary or mythological character.",,low
1935,person,Edward Plantagenet,Edward Plantagenet,Edward Plantagenet,1,vol4_index:1,"Likely Edward IV (1442-1483) or another member of the Plantagenet dynasty, but requires more context for specific identification.",,medium
1936,person,Pausgraue,Pausgraue,Pausgraue,1,vol4_index:1,"An obscure medieval figure, possibly a Germanic or Continental European name mentioned in the Chronicles.",,low
1937,person,Placida,Placida,Placida,1,vol4_index:1,"Likely Galla Placidia, Roman empress and mother of Emperor Valentinian III, or another Roman/late antique figure named Placida.",,medium
1938,person,Pleasance,Pleasance,Pleasance,1,vol4_index:1,"A medieval English personal name, possibly referring to a noblewoman or religious figure.",,low
1939,person,Plenidius,Plenidius,Plenidius,1,vol4_index:1,"An obscure classical or medieval figure, possibly a Roman or ecclesiastical personage.",,low
1943,person,Montague,Montagne,Montagne,1,vol4_index:1,"A member of the prominent Montague noble family, possibly related to the Earls of Salisbury.",,medium
1945,person,Thomas Poynings,Poynings Thomas,Poynings Thomas,1,vol4_index:1,"A member of the Poynings family, likely Sir Thomas Poynings who served under Henry VII and Henry VIII.",,medium
1946,person,Poynings,Poynings,Poynings,1,vol4_index:1,"A member of the Poynings noble family, prominent in late medieval and Tudor England.",,medium
1948,person,Powell,Powel,Powel,1,vol4_index:1,"A Welsh surname, possibly referring to a Welsh noble or cleric mentioned in the Chronicles.",,low
1950,person,Wecleuists,Wecleuists,Wecleuists,1,vol4_index:1,"An obscure medieval figure, possibly a Germanic or Continental European name.",,low
1951,person,"Henry Pole, Lord Montagu",Henry Lorde Mountague,Henry Lorde Mountague,1,vol4_index:1,"Henry Pole, 1st Baron Montagu, son of Margaret Pole and grandson of George Duke of Clarence, executed by Henry VIII in 1539.",viaf:16017505,high
1952,person,Ponticus Virunnius,Ponticus Virumnius,Ponticus Virumnius,1,vol4_index:1,"A Roman figure, possibly Ponticus Virunnius mentioned in classical sources or medieval chronicles.",,low
1953,person,"Henry Bolingbroke, Earl of Derby",Henry Erle of Derby,Henry Erle of Derby,1,vol4_index:1,"Henry Bolingbroke, later Henry IV of England, who held the title Earl of Derby before becoming king in 1399.",viaf:262479519,high
1954,person,Polycletus,Policletus,Policletus,1,vol4_index:1,"A classical figure, possibly the ancient Greek sculptor Polycletus or another person of that name from antiquity.",,medium
1955,person,Ranulph le Poer,Poer Ranulph,Poer Ranulph,1,vol4_index:1,"A Norman-Irish noble, likely Ranulph le Poer who was prominent in medieval Ireland.",,medium
1956,person,Pontianus,Pontien,Pontien,1,vol4_index:1,Possibly Pope Pontian (230-235 AD) or another ecclesiastical figure named Pontianus.,,medium
1957,person,Polybius,Polybius,Polybius,1,vol4_index:1,"The ancient Greek historian Polybius (c. 200-118 BC), author of histories of the Roman Republic.",viaf:100219075,high
1960,person,Saint James,Saint Iames,Saint Iames,1,vol4_index:1,"Saint James, likely referring to James the Greater, one of the twelve apostles of Jesus.",viaf:88967224,high
1961,person,Prenne,Prenne,Prenne,1,vol4_index:1,"An obscure medieval figure, possibly a Continental European name mentioned in the Chronicles.",,low
1963,person,Ptolemy,Ptolomei,Ptolomei,1,vol4_index:1,Likely referring to one of the Ptolemaic rulers of Egypt or the astronomer Claudius Ptolemy.,,medium
1965,person,Hugh du Puiset,Pudsey Hugh,Pudsey Hugh,1,vol4_index:1,"Hugh du Puiset, Bishop of Durham (1153-1195), a powerful ecclesiastical and political figure in medieval England.",viaf:19323046,high
1966,person,Catherine Parr,Parre Katharen,Parre Katharen,1,vol4_index:1,"Catherine Parr, sixth and final wife of King Henry VIII of England.",viaf:67259736,high
1967,person,Henry Pudsey,Pudsey Henry,Pudsey Henry,1,vol4_index:1,"Henry Pudsey, likely a medieval English nobleman or cleric.",,low
1970,person,Queen Margaret,Queene Margaret,Queene Margaret,1,vol4_index:1,"A queen named Margaret, possibly Margaret of Anjou or Margaret Tudor.",,low
1971,person,Queen Charlotte,Queene Carlot,Queene Carlot,1,vol4_index:1,"A queen named Charlotte, though unclear which historical figure this represents.",,low
1973,person,Quintine,Quintine,Quintine,1,vol4_index:1,"An individual named Quintine, possibly a medieval English figure.",,low
1974,person,Quintus Atrius,Quintus Atrius,Quintus Atrius,1,vol4_index:1,"Quintus Atrius, likely a Roman historical figure mentioned in the Chronicles.",,medium
1975,person,Gaius Laberius Durus,Quius Laberius Durus,Quius Laberius Durus,1,vol4_index:1,"Gaius Laberius Durus, likely a Roman historical figure mentioned in the Chronicles.",,medium
1976,person,King Edwin,Kyng Edwyne,Kyng Edwyne,1,vol4_index:1,"King Edwin of Northumbria, 7th-century Anglo-Saxon king.",viaf:20476326,high
1977,person,Robert Quisquere,Quisquere Robert,Quisquere Robert,1,vol4_index:1,"Robert Quisquere, possibly a medieval English figure.",,low
1978,person,Quinburga,Quinburga,Quinburga,1,vol4_index:1,"Quinburga, likely an Anglo-Saxon female figure, possibly a saint or noble.",,medium
1979,person,Saer de Quincy,Quinci Saer,Quinci Saer,1,vol4_index:1,"Saer de Quincy, 1st Earl of Winchester, medieval English nobleman.",viaf:316745772,high
1980,person,Saer,Saer,Saer,1,vol4_index:1,"Saer, likely referring to Saer de Quincy or another medieval figure named Saer.",,low
1981,person,Richard Molyneux,Richard Molineux,Richard Molineux,1,vol4_index:1,"Richard Molyneux, member of the prominent Lancashire family.",,medium
1982,person,Richard Woodville,Richard Wooduile,Richard Wooduile,1,vol4_index:1,"Richard Woodville, 1st Earl Rivers, father of Elizabeth Woodville.",viaf:13103232,high
